"","Roger Federer","Pete Sampras","Ivan Lendl","Jimmy Connors","Novak Djokovic","John McEnroe","Rafael Nadal","Bjorn Borg","Andre Agassi","Lleyton Hewitt","Stefan Edberg","Jim Courier","Gustavo Kuerten","Andy Murray","Ilie Nastase","Mats Wilander","Andy Roddick","Boris Becker","Marat Safin","Juan Carlos Ferrero","John Newcombe","Yevgeny Kafelnikov","Thomas Muster","Marcelo Rios","Carlos Moya","Patrick Rafter"
"07/28/1986",NA,NA,1,5,NA,7,NA,NA,208,NA,6,NA,NA,NA,436,2,NA,3,NA,NA,NA,NA,79,NA,NA,NA
"08/04/1986",NA,NA,1,5,NA,7,NA,NA,211,NA,6,NA,NA,NA,447,2,NA,3,NA,NA,NA,NA,46,NA,NA,NA
"08/11/1986",NA,NA,1,5,NA,8,NA,NA,105,NA,6,NA,NA,NA,447,2,NA,3,NA,NA,NA,NA,45,NA,NA,NA
"08/18/1986",NA,NA,1,6,NA,9,NA,NA,106,NA,4,NA,NA,NA,452,2,NA,3,NA,NA,NA,NA,49,NA,NA,NA
"08/25/1986",NA,NA,1,5,NA,9,NA,NA,105,NA,4,NA,NA,NA,451,2,NA,3,NA,NA,NA,NA,50,NA,NA,NA
"09/08/1986",NA,NA,1,6,NA,20,NA,NA,101,NA,4,NA,NA,NA,456,3,NA,2,NA,NA,NA,NA,54,NA,NA,NA
"09/15/1986",NA,NA,1,6,NA,20,NA,NA,101,NA,4,NA,NA,NA,452,3,NA,2,NA,NA,NA,NA,58,NA,NA,NA
"09/22/1986",NA,NA,1,7,NA,15,NA,NA,105,NA,3,NA,NA,NA,469,2,NA,4,NA,NA,NA,NA,52,NA,NA,NA
"09/29/1986",NA,NA,1,7,NA,10,NA,NA,101,NA,4,NA,NA,NA,472,2,NA,3,NA,NA,NA,NA,49,NA,NA,NA
"10/06/1986",NA,NA,1,7,NA,10,NA,NA,101,NA,4,NA,NA,NA,472,2,NA,3,NA,NA,NA,NA,49,NA,NA,NA
"10/13/1986",NA,NA,1,7,NA,10,NA,NA,100,NA,4,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,47,NA,NA,NA
"10/20/1986",NA,NA,1,7,NA,10,NA,NA,97,NA,4,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,45,NA,NA,NA
"10/27/1986",NA,NA,1,8,NA,10,NA,NA,97,NA,3,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,48,NA,NA,NA
"11/03/1986",NA,NA,1,7,NA,10,NA,NA,99,NA,3,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,49,NA,NA,NA
"11/10/1986",NA,NA,1,7,NA,12,NA,NA,103,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,47,NA,NA,NA
"11/17/1986",NA,NA,1,7,NA,12,NA,NA,102,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,47,NA,NA,NA
"11/24/1986",NA,NA,1,8,NA,12,NA,NA,89,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,47,NA,NA,NA
"12/01/1986",NA,NA,1,8,NA,12,NA,NA,92,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,46,NA,NA,NA
"12/08/1986",NA,NA,1,8,NA,15,NA,NA,91,NA,5,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,46,NA,NA,NA
"12/29/1986",NA,NA,1,8,NA,14,NA,NA,91,NA,5,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,47,NA,NA,NA
"01/05/1987",NA,NA,1,8,NA,14,NA,NA,93,NA,5,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,50,NA,NA,NA
"01/12/1987",NA,NA,1,8,NA,14,NA,NA,92,NA,5,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,51,NA,NA,NA
"01/26/1987",NA,NA,1,8,NA,15,NA,NA,93,NA,3,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,50,NA,NA,NA
"02/02/1987",NA,NA,1,8,NA,15,NA,NA,93,NA,2,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,49,NA,NA,NA
"02/09/1987",NA,NA,1,8,NA,11,NA,NA,92,NA,2,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,50,NA,NA,NA
"02/16/1987",NA,NA,1,6,NA,11,NA,NA,92,NA,2,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,50,NA,NA,NA
"02/23/1987",NA,NA,1,8,NA,11,NA,NA,93,NA,3,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,47,NA,NA,NA
"03/09/1987",NA,NA,1,7,NA,11,NA,NA,94,NA,3,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,49,NA,NA,NA
"03/23/1987",NA,NA,1,7,NA,9,NA,NA,94,NA,3,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,50,NA,NA,NA
"03/30/1987",NA,NA,1,8,NA,7,NA,NA,96,NA,3,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,49,NA,NA,NA
"04/06/1987",NA,NA,1,9,NA,7,NA,NA,95,NA,3,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,47,NA,NA,NA
"04/13/1987",NA,NA,1,9,NA,7,NA,NA,98,NA,3,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,44,NA,NA,NA
"04/20/1987",NA,NA,1,9,NA,8,NA,NA,73,NA,3,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,45,NA,NA,NA
"04/27/1987",NA,NA,1,9,NA,8,NA,NA,56,NA,3,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,44,NA,NA,NA
"05/04/1987",NA,NA,1,9,NA,8,NA,NA,62,NA,3,353,NA,NA,NA,4,NA,2,NA,NA,NA,NA,49,NA,NA,NA
"05/11/1987",NA,NA,1,9,NA,8,NA,NA,64,NA,3,353,NA,NA,NA,4,NA,2,NA,NA,NA,NA,50,NA,NA,NA
"05/18/1987",NA,NA,1,8,NA,7,NA,NA,61,NA,3,354,NA,NA,NA,4,NA,2,NA,NA,NA,NA,49,NA,NA,NA
"05/25/1987",NA,NA,1,8,NA,7,NA,NA,62,NA,3,357,NA,NA,NA,4,NA,2,NA,NA,NA,NA,52,NA,NA,NA
"06/08/1987",NA,NA,1,7,NA,8,NA,NA,60,NA,4,356,NA,NA,NA,3,NA,2,NA,NA,NA,NA,48,NA,NA,NA
"06/15/1987",NA,NA,1,7,NA,8,NA,NA,60,NA,4,362,NA,NA,NA,3,NA,2,NA,NA,NA,NA,50,NA,NA,NA
"06/22/1987",NA,NA,1,7,NA,8,NA,NA,61,NA,4,361,NA,NA,NA,3,NA,2,NA,NA,NA,NA,51,NA,NA,NA
"07/06/1987",NA,NA,1,6,NA,10,NA,NA,69,NA,3,356,NA,NA,NA,2,NA,4,NA,NA,NA,NA,52,NA,NA,NA
"07/13/1987",NA,NA,1,6,NA,10,NA,NA,72,NA,3,356,NA,NA,NA,2,NA,4,NA,NA,NA,NA,48,NA,NA,NA
"07/20/1987",NA,NA,1,6,NA,9,NA,NA,69,NA,3,360,NA,NA,NA,2,NA,4,NA,NA,NA,NA,46,NA,NA,NA
"07/27/1987",NA,NA,1,6,NA,9,NA,NA,81,NA,3,351,NA,NA,NA,2,NA,4,NA,NA,NA,NA,44,NA,NA,NA
"08/03/1987",NA,NA,1,6,NA,9,NA,NA,90,NA,3,350,NA,NA,NA,2,NA,4,NA,NA,NA,NA,58,NA,NA,NA
"08/10/1987",NA,NA,1,6,NA,8,NA,NA,72,NA,3,352,NA,NA,NA,2,NA,4,NA,NA,NA,NA,56,NA,NA,NA
"08/17/1987",NA,NA,1,6,NA,7,NA,NA,70,NA,3,358,NA,NA,NA,2,NA,4,NA,NA,NA,NA,51,NA,NA,NA
"08/24/1987",NA,NA,1,6,NA,9,NA,NA,71,NA,2,364,NA,NA,NA,3,NA,4,NA,NA,NA,NA,54,NA,NA,NA
"08/31/1987",NA,NA,1,6,NA,9,NA,NA,70,NA,2,366,NA,NA,NA,3,NA,4,NA,NA,NA,NA,55,NA,NA,NA
"09/14/1987",NA,NA,1,5,NA,7,NA,NA,69,NA,3,367,NA,NA,NA,2,NA,4,NA,NA,NA,NA,45,NA,NA,NA
"09/21/1987",NA,NA,1,5,NA,9,NA,NA,68,NA,2,364,NA,NA,NA,3,NA,4,NA,NA,NA,NA,58,NA,NA,NA
"09/28/1987",NA,NA,1,5,NA,9,NA,NA,57,NA,2,368,NA,NA,NA,3,NA,4,NA,NA,NA,NA,62,NA,NA,NA
"10/05/1987",NA,NA,1,5,NA,9,NA,NA,58,NA,2,372,NA,NA,NA,3,NA,4,NA,NA,NA,NA,64,NA,NA,NA
"10/12/1987",NA,NA,1,6,NA,11,NA,NA,46,NA,2,375,NA,NA,NA,3,NA,4,NA,NA,NA,NA,66,NA,NA,NA
"10/19/1987",NA,NA,1,5,NA,11,NA,NA,46,NA,2,373,NA,NA,NA,3,NA,4,NA,NA,NA,NA,69,NA,NA,NA
"10/26/1987",NA,NA,1,6,NA,11,NA,NA,46,NA,2,376,NA,NA,NA,3,NA,4,NA,NA,NA,NA,56,NA,NA,NA
"11/02/1987",NA,NA,1,6,NA,10,NA,NA,44,NA,2,371,NA,NA,NA,3,NA,4,NA,NA,NA,NA,52,NA,NA,NA
"11/09/1987",NA,NA,1,5,NA,9,NA,NA,43,NA,2,377,NA,NA,NA,3,NA,4,NA,NA,NA,NA,53,NA,NA,NA
"11/16/1987",NA,NA,1,6,NA,9,NA,NA,44,NA,2,377,NA,NA,NA,3,NA,4,NA,NA,NA,NA,58,NA,NA,NA
"11/23/1987",NA,NA,1,4,NA,11,NA,NA,41,NA,2,362,NA,NA,NA,3,NA,5,NA,NA,NA,NA,57,NA,NA,NA
"11/30/1987",NA,NA,1,4,NA,10,NA,NA,24,NA,2,359,NA,NA,NA,3,NA,5,NA,NA,NA,NA,57,NA,NA,NA
"12/28/1987",NA,NA,1,4,NA,10,NA,NA,25,NA,2,346,NA,NA,NA,3,NA,5,NA,NA,NA,NA,56,NA,NA,NA
"01/04/1988",NA,NA,1,4,NA,10,NA,NA,25,NA,2,348,NA,NA,NA,3,NA,5,NA,NA,NA,NA,52,NA,NA,NA
"01/11/1988",NA,NA,1,4,NA,10,NA,NA,26,NA,2,348,NA,NA,NA,3,NA,5,NA,NA,NA,NA,52,NA,NA,NA
"01/25/1988",NA,NA,1,5,NA,10,NA,NA,26,NA,2,226,NA,NA,NA,3,NA,4,NA,NA,NA,NA,55,NA,NA,NA
"02/01/1988",NA,NA,1,5,NA,10,NA,NA,26,NA,2,227,NA,NA,NA,3,NA,4,NA,NA,NA,NA,55,NA,NA,NA
"02/15/1988",NA,NA,1,6,NA,15,NA,NA,18,NA,3,224,NA,NA,NA,2,NA,4,NA,NA,NA,NA,55,NA,NA,NA
"02/22/1988",NA,NA,1,5,NA,15,NA,NA,17,NA,3,224,NA,NA,NA,2,NA,6,NA,NA,NA,NA,58,NA,NA,NA
"02/29/1988",NA,893,1,5,NA,15,NA,NA,17,NA,3,230,NA,NA,NA,2,NA,6,NA,NA,NA,NA,56,NA,NA,NA
"03/07/1988",NA,301,1,5,NA,16,NA,NA,15,NA,3,224,NA,NA,NA,2,NA,4,NA,NA,NA,NA,57,NA,NA,NA
"03/14/1988",NA,305,1,6,NA,15,NA,NA,16,NA,3,226,NA,NA,NA,2,NA,4,NA,NA,NA,NA,60,NA,NA,NA
"03/28/1988",NA,307,1,5,NA,25,NA,NA,15,NA,3,200,NA,NA,NA,2,NA,4,NA,NA,NA,NA,58,NA,NA,NA
"04/18/1988",NA,313,1,4,NA,14,NA,NA,16,NA,3,172,NA,NA,NA,2,NA,6,NA,NA,NA,NA,54,NA,NA,NA
"04/25/1988",NA,313,1,4,NA,15,NA,NA,18,NA,3,173,NA,NA,NA,2,NA,6,NA,NA,NA,NA,58,NA,NA,NA
"05/02/1988",NA,311,1,4,NA,16,NA,NA,15,NA,3,148,NA,NA,NA,2,NA,6,NA,NA,NA,NA,57,NA,NA,NA
"05/09/1988",NA,298,1,5,NA,14,NA,NA,12,NA,3,147,NA,NA,NA,2,NA,6,NA,NA,NA,NA,54,NA,NA,NA
"05/16/1988",NA,289,1,5,NA,19,NA,NA,12,NA,2,150,NA,NA,NA,3,NA,6,NA,NA,NA,NA,45,NA,NA,NA
"05/23/1988",NA,283,1,5,NA,18,NA,NA,11,NA,2,150,NA,NA,NA,3,NA,6,NA,NA,NA,NA,45,NA,NA,NA
"06/06/1988",NA,282,1,5,NA,19,NA,NA,6,NA,3,144,NA,NA,NA,2,NA,7,NA,NA,NA,NA,48,NA,NA,NA
"06/13/1988",NA,287,1,5,NA,19,NA,NA,6,NA,3,140,NA,NA,978,2,NA,8,NA,NA,NA,NA,49,NA,NA,NA
"06/20/1988",NA,288,1,5,NA,19,NA,NA,6,NA,3,139,NA,NA,984,2,NA,8,NA,NA,NA,NA,49,NA,NA,NA
"07/04/1988",NA,288,1,8,NA,19,NA,NA,6,NA,2,147,NA,NA,997,3,NA,4,NA,NA,NA,NA,50,NA,NA,NA
"07/11/1988",NA,284,1,8,NA,17,NA,NA,6,NA,2,122,NA,NA,985,3,NA,4,NA,NA,NA,NA,29,NA,NA,NA
"07/18/1988",NA,286,1,8,NA,17,NA,NA,5,NA,2,124,NA,NA,994,3,NA,4,NA,NA,NA,NA,24,NA,NA,NA
"07/25/1988",NA,213,1,6,NA,18,NA,NA,5,NA,2,111,NA,NA,992,3,NA,4,NA,NA,NA,NA,24,NA,NA,NA
"08/01/1988",NA,215,1,6,NA,17,NA,NA,4,NA,2,74,NA,NA,1003,3,NA,5,NA,NA,NA,NA,22,NA,NA,NA
"08/08/1988",NA,214,1,6,NA,17,NA,NA,4,NA,2,81,NA,NA,999,3,NA,5,NA,NA,NA,NA,21,NA,NA,NA
"08/15/1988",NA,208,1,6,NA,17,NA,NA,4,NA,3,79,NA,NA,996,2,NA,5,NA,NA,NA,NA,20,NA,NA,NA
"08/22/1988",NA,206,1,6,NA,18,NA,NA,4,NA,3,80,NA,NA,998,2,NA,5,NA,NA,NA,NA,20,NA,NA,NA
"08/29/1988",NA,188,1,6,NA,18,NA,NA,4,NA,3,80,NA,NA,991,2,NA,5,NA,NA,NA,NA,23,NA,NA,NA
"09/12/1988",NA,189,2,8,NA,24,NA,NA,4,NA,3,80,NA,NA,1002,1,NA,5,NA,NA,NA,NA,21,NA,NA,NA
"09/19/1988",NA,190,2,9,NA,24,NA,NA,4,NA,3,80,NA,NA,1011,1,NA,5,NA,NA,NA,NA,16,NA,NA,NA
"09/26/1988",NA,156,2,9,NA,22,NA,NA,4,NA,3,79,NA,NA,1029,1,NA,5,NA,NA,NA,NA,13,NA,NA,NA
"10/03/1988",NA,157,2,11,NA,16,NA,NA,4,NA,3,79,NA,NA,1013,1,NA,5,NA,NA,NA,NA,15,NA,NA,NA
"10/10/1988",NA,135,2,9,NA,16,NA,NA,4,NA,3,88,NA,NA,1013,1,NA,5,NA,NA,NA,NA,14,NA,NA,NA
"10/17/1988",NA,135,2,7,NA,17,NA,NA,4,NA,3,89,NA,NA,1013,1,NA,5,NA,NA,NA,NA,13,NA,NA,NA
"10/24/1988",NA,135,2,7,NA,18,NA,NA,4,NA,3,91,NA,NA,1014,1,NA,5,NA,NA,NA,NA,13,NA,NA,NA
"10/31/1988",NA,131,2,8,NA,14,NA,NA,4,NA,3,89,NA,NA,1015,1,NA,5,NA,NA,NA,NA,16,NA,NA,NA
"11/07/1988",NA,126,2,7,NA,13,NA,NA,3,NA,5,59,NA,NA,996,1,NA,4,NA,NA,NA,NA,17,NA,NA,NA
"11/14/1988",NA,127,2,7,NA,14,NA,NA,3,NA,5,55,NA,NA,1015,1,NA,4,NA,NA,NA,NA,17,NA,NA,NA
"11/21/1988",NA,97,2,7,NA,10,NA,NA,3,NA,5,53,NA,NA,1035,1,NA,4,NA,NA,NA,NA,16,NA,NA,NA
"11/28/1988",NA,95,2,7,NA,11,NA,NA,3,NA,5,48,NA,NA,1032,1,NA,4,NA,NA,NA,NA,16,NA,NA,NA
"12/12/1988",NA,97,2,7,NA,11,NA,NA,3,NA,5,48,NA,NA,1054,1,NA,4,NA,NA,NA,NA,16,NA,NA,NA
"12/19/1988",NA,97,2,7,NA,11,NA,NA,3,NA,5,43,NA,NA,1054,1,NA,4,NA,NA,NA,NA,16,NA,NA,NA
"01/09/1989",NA,87,2,7,NA,11,NA,NA,3,NA,5,41,NA,NA,1056,1,NA,4,NA,NA,NA,NA,15,NA,NA,NA
"01/16/1989",NA,87,2,7,NA,11,NA,NA,3,NA,5,42,NA,NA,1057,1,NA,4,NA,NA,NA,NA,15,NA,NA,NA
"01/30/1989",NA,93,1,7,NA,9,NA,NA,3,NA,4,44,NA,NA,1054,2,NA,5,NA,NA,NA,NA,14,NA,NA,NA
"02/13/1989",NA,91,1,7,NA,9,NA,NA,3,NA,5,44,NA,NA,1056,2,NA,4,NA,NA,NA,NA,14,NA,NA,NA
"02/20/1989",NA,99,1,7,NA,8,NA,NA,4,NA,5,48,NA,NA,1057,2,NA,3,NA,NA,NA,NA,13,NA,NA,NA
"02/27/1989",NA,90,1,8,NA,6,NA,NA,4,NA,5,48,NA,NA,1054,2,NA,3,NA,NA,NA,NA,13,NA,NA,NA
"03/06/1989",NA,108,1,8,NA,6,NA,NA,5,NA,4,49,NA,NA,1060,2,NA,3,NA,NA,NA,NA,13,NA,NA,NA
"03/13/1989",NA,113,1,8,NA,6,NA,NA,4,NA,5,43,NA,NA,1063,2,NA,3,NA,NA,NA,NA,12,NA,NA,NA
"03/20/1989",NA,85,1,8,NA,6,NA,NA,4,NA,3,46,NA,NA,1064,2,NA,5,NA,NA,NA,NA,14,NA,NA,NA
"04/03/1989",NA,96,1,9,NA,6,NA,NA,5,NA,3,45,NA,NA,1067,2,NA,4,NA,NA,NA,NA,10,NA,NA,NA
"04/17/1989",NA,94,1,10,NA,9,NA,NA,4,NA,5,44,NA,NA,1061,2,NA,3,NA,NA,NA,NA,8,NA,NA,NA
"04/24/1989",NA,96,1,10,NA,7,NA,NA,5,NA,4,43,NA,NA,1067,2,NA,3,NA,NA,NA,NA,9,NA,NA,NA
"05/01/1989",NA,94,1,11,NA,7,NA,NA,5,NA,4,55,NA,NA,1069,2,NA,3,NA,NA,NA,NA,6,NA,NA,NA
"05/08/1989",NA,95,1,12,NA,6,NA,NA,5,NA,3,49,NA,NA,1067,4,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"05/15/1989",NA,92,1,11,NA,7,NA,NA,5,NA,4,47,NA,NA,1056,3,NA,2,NA,NA,NA,NA,6,NA,NA,NA
"05/22/1989",NA,92,1,11,NA,7,NA,NA,5,NA,3,46,NA,NA,1060,4,NA,2,NA,NA,NA,NA,6,NA,NA,NA
"05/29/1989",NA,92,1,11,NA,7,NA,NA,5,NA,3,47,NA,NA,1075,4,NA,2,NA,NA,NA,NA,6,NA,NA,NA
"06/12/1989",NA,94,1,13,NA,8,NA,NA,4,NA,3,42,NA,NA,NA,5,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"06/19/1989",NA,86,1,13,NA,8,NA,NA,4,NA,3,40,NA,NA,NA,5,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"06/26/1989",NA,86,1,13,NA,8,NA,NA,4,NA,3,40,NA,NA,NA,5,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"07/10/1989",NA,95,1,12,NA,5,NA,NA,4,NA,3,42,NA,NA,NA,6,NA,2,NA,NA,NA,NA,8,NA,NA,NA
"07/17/1989",NA,94,1,12,NA,5,NA,NA,6,NA,3,44,NA,NA,NA,4,NA,2,NA,NA,NA,NA,8,NA,NA,NA
"07/24/1989",NA,102,1,17,NA,5,NA,NA,6,NA,3,41,NA,NA,NA,4,NA,2,NA,NA,NA,NA,8,NA,NA,NA
"07/31/1989",NA,103,1,16,NA,5,NA,NA,7,NA,3,42,NA,NA,NA,4,NA,2,NA,NA,NA,NA,8,NA,NA,NA
"08/07/1989",NA,105,1,14,NA,6,NA,NA,7,NA,3,36,NA,NA,NA,4,NA,2,NA,NA,NA,NA,8,NA,NA,NA
"08/14/1989",NA,94,1,19,NA,5,NA,NA,7,NA,3,35,NA,NA,NA,4,NA,2,NA,NA,NA,NA,11,NA,NA,NA
"08/21/1989",NA,91,1,15,NA,4,NA,NA,6,NA,3,34,NA,NA,NA,5,NA,2,NA,NA,NA,NA,11,NA,NA,NA
"08/28/1989",NA,91,1,15,NA,4,NA,NA,6,NA,3,34,NA,NA,NA,5,NA,2,NA,NA,NA,NA,11,NA,NA,NA
"09/11/1989",NA,57,1,16,NA,4,NA,NA,5,NA,3,32,NA,NA,NA,12,NA,2,NA,NA,NA,NA,10,NA,NA,NA
"09/18/1989",NA,56,1,17,NA,4,NA,NA,5,NA,3,32,NA,NA,NA,10,NA,2,NA,NA,NA,NA,15,NA,NA,NA
"09/25/1989",NA,57,1,16,NA,4,NA,NA,7,NA,3,32,NA,NA,NA,13,NA,2,NA,NA,NA,NA,17,NA,NA,NA
"10/02/1989",NA,63,1,14,NA,4,NA,NA,7,NA,3,35,NA,NA,NA,15,NA,2,NA,NA,NA,NA,17,NA,NA,NA
"10/09/1989",NA,65,1,14,NA,4,NA,NA,5,NA,3,24,NA,NA,NA,15,NA,2,NA,NA,NA,NA,17,NA,NA,NA
"10/16/1989",NA,63,1,13,NA,4,NA,NA,5,NA,3,24,NA,NA,NA,15,NA,2,NA,NA,NA,NA,17,NA,NA,NA
"10/23/1989",NA,60,1,13,NA,4,NA,NA,7,NA,3,23,NA,NA,NA,16,NA,2,NA,NA,NA,NA,18,NA,NA,NA
"10/30/1989",NA,69,1,11,NA,4,NA,NA,6,NA,3,25,NA,NA,NA,13,NA,2,NA,NA,NA,NA,22,NA,NA,NA
"11/06/1989",NA,68,1,11,NA,4,NA,NA,5,NA,3,28,NA,NA,NA,14,NA,2,NA,NA,NA,NA,23,NA,NA,NA
"11/13/1989",NA,73,1,12,NA,4,NA,NA,6,NA,3,25,NA,NA,NA,10,NA,2,NA,NA,NA,NA,22,NA,NA,NA
"11/20/1989",NA,85,1,13,NA,4,NA,NA,6,NA,3,24,NA,NA,NA,11,NA,2,NA,NA,NA,NA,20,NA,NA,NA
"11/27/1989",NA,81,1,14,NA,4,NA,NA,7,NA,3,24,NA,NA,NA,12,NA,2,NA,NA,NA,NA,21,NA,NA,NA
"12/04/1989",NA,81,1,14,NA,4,NA,NA,7,NA,3,24,NA,NA,NA,12,NA,2,NA,NA,NA,NA,21,NA,NA,NA
"12/11/1989",NA,81,1,14,NA,4,NA,NA,7,NA,3,24,NA,NA,NA,12,NA,2,NA,NA,NA,NA,21,NA,NA,NA
"12/18/1989",NA,81,1,14,NA,4,NA,NA,7,NA,3,24,NA,NA,NA,12,NA,2,NA,NA,NA,NA,21,NA,NA,NA
"01/01/1990",NA,61,1,16,NA,5,NA,NA,8,NA,3,22,NA,NA,NA,13,NA,2,NA,NA,NA,NA,34,NA,NA,NA
"01/08/1990",NA,69,1,17,NA,5,NA,NA,8,NA,3,23,NA,NA,NA,14,NA,2,NA,NA,NA,NA,24,NA,NA,NA
"01/15/1990",NA,56,1,19,NA,5,NA,NA,8,NA,3,23,NA,NA,NA,15,NA,2,NA,NA,NA,NA,24,NA,NA,NA
"01/22/1990",NA,56,1,19,NA,5,NA,NA,8,NA,3,23,NA,NA,NA,15,NA,2,NA,NA,NA,NA,24,NA,NA,NA
"01/29/1990",NA,42,1,19,NA,6,NA,NA,8,NA,3,22,NA,NA,NA,10,NA,2,NA,NA,NA,NA,29,NA,NA,NA
"02/05/1990",NA,42,1,19,NA,6,NA,NA,8,NA,3,22,NA,NA,NA,10,NA,2,NA,NA,NA,NA,29,NA,NA,NA
"02/12/1990",NA,29,1,19,NA,4,NA,NA,7,NA,3,21,NA,NA,NA,9,NA,2,NA,NA,NA,NA,30,NA,NA,NA
"02/19/1990",NA,32,1,20,NA,4,NA,NA,6,NA,3,21,NA,NA,NA,11,NA,2,NA,NA,NA,NA,33,NA,NA,NA
"02/26/1990",NA,17,1,23,NA,5,NA,NA,8,NA,3,21,NA,NA,NA,11,NA,2,NA,NA,NA,NA,37,NA,NA,NA
"03/05/1990",NA,17,1,23,NA,5,NA,NA,8,NA,3,22,NA,NA,NA,11,NA,2,NA,NA,NA,NA,30,NA,NA,NA
"03/12/1990",NA,19,1,24,NA,6,NA,NA,5,NA,3,17,NA,NA,NA,11,NA,2,NA,NA,NA,NA,23,NA,NA,NA
"03/19/1990",NA,19,1,24,NA,6,NA,NA,5,NA,3,17,NA,NA,NA,11,NA,2,NA,NA,NA,NA,23,NA,NA,NA
"03/26/1990",NA,18,1,32,NA,6,NA,NA,4,NA,2,17,NA,NA,NA,12,NA,3,NA,NA,NA,NA,22,NA,NA,NA
"04/02/1990",NA,18,1,32,NA,6,NA,NA,4,NA,2,17,NA,NA,NA,12,NA,3,NA,NA,NA,NA,22,NA,NA,NA
"04/09/1990",NA,18,1,39,NA,6,NA,NA,4,NA,2,15,NA,NA,NA,13,NA,3,NA,NA,NA,NA,30,NA,NA,NA
"04/16/1990",NA,19,1,37,NA,8,NA,NA,4,NA,2,15,NA,NA,NA,14,NA,3,NA,NA,NA,NA,30,NA,NA,NA
"04/23/1990",NA,18,1,37,NA,8,NA,NA,4,NA,2,15,NA,NA,NA,14,NA,3,NA,NA,NA,NA,30,NA,NA,NA
"04/30/1990",NA,17,1,38,NA,9,NA,NA,4,NA,2,15,NA,NA,NA,16,NA,3,NA,NA,NA,NA,19,NA,NA,NA
"05/07/1990",NA,19,1,39,NA,10,NA,NA,4,NA,2,15,NA,NA,NA,17,NA,3,NA,NA,NA,NA,16,NA,NA,NA
"05/14/1990",NA,19,1,47,NA,9,NA,NA,4,NA,2,16,NA,NA,NA,18,NA,3,NA,NA,NA,NA,17,NA,NA,NA
"05/21/1990",NA,20,1,54,NA,11,NA,NA,5,NA,2,17,NA,NA,NA,18,NA,3,NA,NA,NA,NA,9,NA,NA,NA
"05/28/1990",NA,20,1,56,NA,11,NA,NA,5,NA,2,17,NA,NA,NA,18,NA,3,NA,NA,NA,NA,9,NA,NA,NA
"06/04/1990",NA,20,1,56,NA,11,NA,NA,5,NA,2,17,NA,NA,NA,18,NA,3,NA,NA,NA,NA,9,NA,NA,NA
"06/11/1990",NA,19,1,60,NA,10,NA,NA,5,NA,3,16,NA,NA,NA,22,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"06/18/1990",NA,21,1,63,NA,10,NA,NA,5,NA,3,16,NA,NA,NA,23,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"06/25/1990",NA,19,1,66,NA,10,NA,NA,5,NA,3,15,NA,NA,NA,24,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"07/02/1990",NA,19,1,66,NA,10,NA,NA,5,NA,3,15,NA,NA,NA,24,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"07/09/1990",NA,18,1,71,NA,12,NA,NA,5,NA,2,14,NA,NA,NA,29,NA,3,NA,NA,NA,NA,7,NA,NA,NA
"07/16/1990",NA,17,1,70,NA,12,NA,NA,4,NA,2,14,NA,NA,NA,42,NA,3,NA,NA,NA,NA,7,NA,NA,NA
"07/23/1990",NA,19,1,75,NA,12,NA,NA,4,NA,2,16,NA,NA,NA,44,NA,3,NA,NA,NA,NA,8,NA,NA,NA
"07/30/1990",NA,15,1,75,NA,12,NA,NA,4,NA,2,18,NA,NA,NA,44,NA,3,NA,NA,NA,NA,8,NA,NA,NA
"08/06/1990",NA,14,1,71,NA,12,NA,NA,4,NA,2,19,NA,NA,NA,42,NA,3,NA,NA,NA,NA,6,NA,NA,NA
